"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"mds1",0.617479476471045,0.569235175581668,0.491146444652641,0.491569687314105,0.548203554426641,0.62782007405422,0.647093921519285,0.625203971618911,0.662695453670299,0.615031899522115,0.596134894805985,0.632720334240306,0.626986859087479,0.628500927858341,0.630728202246316,0.592981199931626,0.595613071537592,0.619903667684507,0.641309249928388,0.654065515918858,0.660980334123135,0.675042114919553,0.676402274867884,0.663618306678821,0.644738781510589,0.633219033509904,0.559608493340388,0.680234741307042,0.715976497545477,0.739805478664518,0.737592227373707,0.755081703433142,0.76370291685215,0.765316577928285,0.76802701808895,0.776126846879301,0.776970807525761,0.774314133144647,0.767581369533711,0.762183908529842,0.751720045450988,0.745243527364023,0.737442452707017,0.730174807195535,0.725984502737771,0.729151330747204,0.740083538237124,0.751802915816524,0.761477457621839,0.764308619366257
"mds1",0.617479476471045,0.581440970159031,0.607797291192786,0.553092769221357,0.538858289485848,0.569753019725815,0.586096147994954,0.559208299755341,0.514912825190932,0.527331135367354,0.52291402815596,0.559934775868386,0.554678619483212,0.53953561013001,0.517484334966831,0.484458018700543,0.442416181143643,0.39270905244265,0.358768865489149,0.331373679745942,0.316780738158615,0.305789119746419,0.306016803462472,0.310680108300646,0.318895021137509,0.330973292563178,0.404295891982305,0.36617396561832,0.355558571884263,0.381314087436657,0.394127942074992,0.384631486051659,0.369793523779958,0.356718674011228,0.342771373887829,0.335067709434785,0.335853375730437,0.337779980390691,0.337165621743122,0.338766645666249,0.337411379925289,0.338972183140793,0.341393617179502,0.343311444497785,0.346043764094443,0.350051867305792,0.347593006833121,0.343370207067743,0.334511190685332,0.323505880912855
"mds1",0.617479476471045,0.549353627317417,0.539959815833043,0.546438547874939,0.62834330459143,0.733755410316487,0.605267207561285,0.687866444960057,0.70590113621221,0.68716875257226,0.675746774330583,0.702011985365597,0.724772218198168,0.719780210350395,0.728317228406035,0.732296046549109,0.724567828102315,0.708428573862364,0.741828189546527,0.735629801262744,0.702241146584799,0.695204446166823,0.674758666796361,0.675320104029426,0.692963761007783,0.709632362017622,0.775012425816707,0.783382623044184,0.799810735001642,0.810598307199843,0.810903854579845,0.799749136130845,0.793043957336425,0.790498110635561,0.795590579963343,0.813054757103758,0.827360610583423,0.849465101216053,0.864283440990375,0.861313526854814,0.842851953426285,0.825805130860873,0.816014489721156,0.806292172048436,0.810493927299146,0.816575985881701,0.821660026125407,0.830934213718252,0.841228508826801,0.845039777545858
"mds1",0.617479476471045,0.553477976641547,0.556264187870377,0.531848249444671,0.47302994513368,0.60583498394456,0.584212710197029,0.563733911720904,0.496758445952534,0.488025465165878,0.477593823966963,0.451047833819327,0.42009333863254,0.40163813516907,0.382418842649528,0.386203757656685,0.389063942133327,0.382481838270183,0.37910087291737,0.374364672741359,0.37639569358698,0.375257745273029,0.370259184781292,0.363258093445935,0.359615869584291,0.359288890921892,0.362334531925239,0.347847765810936,0.308270588327427,0.304097905354788,0.309170581807325,0.319527522881654,0.31402307300468,0.299017054312253,0.271358521892337,0.25673519218378,0.244149696073361,0.236448522767328,0.225812810765436,0.221054731346658,0.219827290691795,0.218146533315722,0.216600783709645,0.211132580456456,0.211550763291638,0.211669818356871,0.212368718651338,0.214923980949318,0.228527678198595,0.255075322796204
"mds1",0.617479476471045,0.604708269852782,0.559432028529953,0.547316144468532,0.567420767000645,0.547046131339658,0.539189867902732,0.49692657042756,0.639866436264207,0.62445050748633,0.664176487861904,0.662987520218625,0.624998097146407,0.607782836459342,0.600164893873957,0.684500326903979,0.728833529378616,0.727045691588284,0.704017443902275,0.708066164304275,0.69936630497325,0.698056966170599,0.694136222833583,0.672537912172732,0.649639218496188,0.653892159434148,0.724618717878909,0.772667924979488,0.81361047814097,0.818661181958347,0.81570547175879,0.82440671701131,0.837791951734454,0.833858053979663,0.830003908916962,0.825857337613596,0.837351938326938,0.852458778005493,0.865932982095417,0.876785395029585,0.884781341420841,0.884227256250424,0.883265494225089,0.875764305638878,0.873719113711838,0.878824845703132,0.883710589172848,0.886536506731098,0.889983204434767,0.892194336574199
"mds1",0.617479476471045,0.570869429688085,0.62946478311598,0.382189344726198,0.432583979454307,0.526517627387259,0.505117743956097,0.510220160935024,0.486354870909217,0.389422823499419,0.409666665339622,0.419880070862738,0.414651106579671,0.382856039090206,0.367244288474569,0.357755114909315,0.343843958775924,0.335276143133641,0.326501840689698,0.318145021564597,0.310912588422376,0.313138718030389,0.315206831728864,0.315815727761649,0.315176367615038,0.313286052443721,0.308891318551691,0.303998014024592,0.298638346560437,0.301887163214266,0.314199108089907,0.331667520907643,0.332701160970548,0.298931167564912,0.268340197056636,0.26554990597266,0.26327309855737,0.258108931407576,0.253608430757106,0.239718394230629,0.232588028881296,0.231524324955921,0.229679788668754,0.229188985358237,0.227319676736153,0.226775252804167,0.227718328264368,0.230824660454288,0.246667408717889,0.311317002595978
"mds1",0.617479476471045,0.549122755755635,0.652386133950196,0.719294795610011,0.690557484545851,0.658961587039332,0.643860020773695,0.65630397779698,0.679426502459748,0.675360303356394,0.656054090543901,0.652267388266744,0.731403133876818,0.741799819238891,0.739840368390207,0.742242326182826,0.749910982577834,0.756960957588412,0.7615930997366,0.762965412510483,0.763019745362346,0.762650976101666,0.762730530320693,0.760188658695833,0.757943539039105,0.753389485777835,0.725283057415388,0.742273284912814,0.773749766276353,0.791516188671837,0.793748648863432,0.788250981194159,0.80416695420026,0.819987747401499,0.828487002670025,0.838422627678412,0.843551367594831,0.844434311083954,0.844628783599911,0.843801839719063,0.840884895393718,0.844773190160471,0.848357909354383,0.853925929139766,0.857404934690242,0.861343930221756,0.867093644389854,0.871654213856152,0.872197164562661,0.871083564278922
"mds1",0.617479476471045,0.584817844572429,0.636028211462947,0.561180539380487,0.494471542990814,0.460685316295923,0.45045938300623,0.394930922458341,0.379429516241743,0.391009764326466,0.395540446064771,0.412224720155079,0.438039965445353,0.449642923241947,0.452350408812744,0.452605644169681,0.461271614624735,0.462154701478438,0.455847442608902,0.449643638474908,0.442243454515293,0.436931230590201,0.430289394983747,0.424248928766877,0.418165694506323,0.389387912904731,0.319896313040129,0.291298999916359,0.289378009327104,0.28649710041296,0.282793511099743,0.277571692319082,0.271465240539757,0.26705608082962,0.267788166074607,0.277702900365849,0.321199126325334,0.326338541184814,0.325679896214711,0.325145929768686,0.324759550353119,0.322524161988642,0.317853972071612,0.342013468941069,0.307337435783241,0.300766180007167,0.301161396413465,0.300658330618078,0.300084998392162,0.298593980613903
"mds1",0.617479476471045,0.518148713090797,0.584270150879512,0.528770411787566,0.519183682893946,0.619021973685053,0.609567445273493,0.62274163971326,0.604036933252127,0.544390727795349,0.603001170005978,0.617283422923321,0.658024169011339,0.705389394370753,0.717373314337532,0.727768706574511,0.736984503644627,0.734366634883482,0.735489375398444,0.686402108959023,0.676543683072706,0.694122545871157,0.70754453791822,0.711570082129917,0.709217436291598,0.715801697211143,0.742760965959627,0.733926296128387,0.693655533003983,0.664637313365505,0.644293556245761,0.657146429316968,0.672089096129546,0.709941919490494,0.729506605556988,0.708350785241364,0.696614866247729,0.697609611380853,0.676394999796839,0.655629197200473,0.644022524592699,0.641963858342846,0.649695381263186,0.667995278614834,0.680155387047183,0.692552817317707,0.699264261742787,0.704839145107004,0.707281022615876,0.717564001353176
"mds1",0.617479476471045,0.523674804428451,0.603209666134252,0.612476209649337,0.530643986082815,0.51148612543417,0.511894414029366,0.57173668677362,0.602313079096239,0.608541220984332,0.592587972012256,0.574669616132722,0.546069964919496,0.570410013379721,0.609430846417358,0.640106338706662,0.588720472573661,0.598697936595064,0.567618098316588,0.54260032668516,0.518157360456784,0.517793425799381,0.542579628634611,0.569299743446514,0.581128048751299,0.587103981313613,0.550223524644207,0.527392768145043,0.518200474764479,0.531420434241722,0.565032219762597,0.588459726808296,0.578370901614512,0.564281404837191,0.561014726444499,0.569822172380891,0.597182659096215,0.625206720562764,0.645760151450381,0.668907618141221,0.687063686876697,0.700825972532279,0.702569181453705,0.701058729635164,0.700570471754684,0.716139208730624,0.733331427631275,0.749828859348178,0.762960290533557,0.772280714762359
"mds1",0.617479476471045,0.590779460354941,0.583655526429505,0.537790769231578,0.540161681069775,0.527023282779382,0.551647804978965,0.607786027548812,0.570103440883368,0.581082869702775,0.547966629783642,0.564152672606904,0.552557807898084,0.509124309558316,0.472717187791421,0.460140966761298,0.494780965837138,0.542167158614755,0.568708714345096,0.584300125779109,0.580633010105375,0.576074932528599,0.585477309967783,0.570320416453287,0.545104577227457,0.539676354968586,0.528604079692999,0.57269737033109,0.560760061817883,0.585242525328305,0.648473357650957,0.709171854909034,0.738664577503156,0.741127290780071,0.758707982668833,0.788494812024988,0.764645125450571,0.739999883967363,0.725784229540547,0.719151430398614,0.738368140565041,0.753769422756717,0.763747285561454,0.776709293860223,0.788731272293115,0.796307425623078,0.800033957626564,0.804822836935382,0.805404153292564,0.805967674767514
