nloci,reps,omega,t,a1,kernel,time,sp,trmean,pop
50,9,0.1,0.2,0.1,Gaussian,10,1,0.2563168459088845,1044.210627690178
50,9,0.1,0.2,0.1,Gaussian,10,2,0.7305332427058596,849.9192601580469
50,9,0.1,0.2,0.1,Gaussian,10,3,-0.6944336831181437,669.7009615812435
50,9,0.1,0.2,0.1,Gaussian,10,4,-0.31689685367565296,671.7595886437151
50,9,0.1,0.2,0.1,Gaussian,10,5,0.028011767175080807,902.1486152627267
50,9,0.1,0.2,0.1,Gaussian,10,6,0.45443336372333104,1032.671667047478
50,9,0.1,0.2,0.1,Gaussian,10,7,-0.3360095348307327,839.1820572425524
50,9,0.1,0.2,0.1,Gaussian,10,8,0.5519514228944472,622.4907795738382
50,9,0.1,0.2,0.1,Gaussian,10,9,-0.5510400177448146,919.0257567826982
50,9,0.1,0.2,0.1,Gaussian,10,10,-0.01200874586944,627.2809662706895
50,9,0.1,0.2,0.1,Gaussian,10,11,-0.03269126166624237,990.4596222066164
50,9,0.1,0.2,0.1,Gaussian,10,12,0.009018567236809025,1267.443137117923
50,9,0.1,0.2,0.1,Gaussian,10,13,-0.6722707452504016,932.5002547564765
50,9,0.1,0.2,0.1,Gaussian,10,14,-0.07531783163831159,580.2094465551652
50,9,0.1,0.2,0.1,Gaussian,10,15,0.2166018830109366,721.3130662673726
50,9,0.1,0.2,0.1,Gaussian,10,16,0.7928253162350367,1090.0807768159023
50,9,0.1,0.2,0.1,Gaussian,10,17,0.33404408425497306,1135.7822785222077
50,9,0.1,0.2,0.1,Gaussian,10,18,0.051624417598182065,606.7910218759159
50,9,0.1,0.2,0.1,Gaussian,10,19,-0.315842449385509,821.4086623510643
50,9,0.1,0.2,0.1,Gaussian,10,20,0.7511068864263858,991.3497249154855
50,9,0.1,0.2,0.1,Gaussian,20,1,0.26020892185101174,1090.3788701976996
50,9,0.1,0.2,0.1,Gaussian,20,2,0.7306706580553146,761.3151870095093
50,9,0.1,0.2,0.1,Gaussian,20,3,-0.6981319429333946,499.35377786091846
50,9,0.1,0.2,0.1,Gaussian,20,4,-0.3223211667381175,495.6962297355835
50,9,0.1,0.2,0.1,Gaussian,20,5,0.025413816689390085,861.9055709324032
50,9,0.1,0.2,0.1,Gaussian,20,6,0.4583833375068034,1060.1348788170114
50,9,0.1,0.2,0.1,Gaussian,20,7,-0.3419986881325773,753.7295352831541
50,9,0.1,0.2,0.1,Gaussian,20,8,0.5548479720728545,429.3686301578346
50,9,0.1,0.2,0.1,Gaussian,20,9,-0.5515944514340447,879.2984046824444
50,9,0.1,0.2,0.1,Gaussian,20,10,-0.013865439752702104,434.5643442198509
50,9,0.1,0.2,0.1,Gaussian,20,11,-0.035634940265514496,1016.3038809710329
50,9,0.1,0.2,0.1,Gaussian,20,12,0.006342613346045785,1535.754862015303
50,9,0.1,0.2,0.1,Gaussian,20,13,-0.6738919947060369,895.1760080068375
50,9,0.1,0.2,0.1,Gaussian,20,14,-0.08199387750222639,373.047029334158
50,9,0.1,0.2,0.1,Gaussian,20,15,0.22366275069203298,563.6973095198468
50,9,0.1,0.2,0.1,Gaussian,20,16,0.7943215290711391,1121.5658593354658
50,9,0.1,0.2,0.1,Gaussian,20,17,0.3363075330265743,1243.0569365243423
50,9,0.1,0.2,0.1,Gaussian,20,18,0.05229362470854263,406.80777764372476
50,9,0.1,0.2,0.1,Gaussian,20,19,-0.3212906782352883,727.0155973479782
50,9,0.1,0.2,0.1,Gaussian,20,20,0.7514485477230946,976.3015353500392
50,9,0.1,0.2,0.1,Gaussian,30,1,0.2625322314598101,1128.226758113229
50,9,0.1,0.2,0.1,Gaussian,30,2,0.7307367079440971,711.8413333934772
50,9,0.1,0.2,0.1,Gaussian,30,3,-0.7017520772309338,398.1453156746663
50,9,0.1,0.2,0.1,Gaussian,30,4,-0.32973963150851204,385.0999210270736
50,9,0.1,0.2,0.1,Gaussian,30,5,0.023248712016866454,843.3733106574726
50,9,0.1,0.2,0.1,Gaussian,30,6,0.4615581120325129,1081.4387453373336
50,9,0.1,0.2,0.1,Gaussian,30,7,-0.3468995904257687,703.5711063001422
50,9,0.1,0.2,0.1,Gaussian,30,8,0.5609073352232873,313.38398925104667
50,9,0.1,0.2,0.1,Gaussian,30,9,-0.5520416514886488,861.1919070560748
50,9,0.1,0.2,0.1,Gaussian,30,10,-0.017497952329858495,309.71280902908063
50,9,0.1,0.2,0.1,Gaussian,30,11,-0.03809822488669767,1048.4627984793067
50,9,0.1,0.2,0.1,Gaussian,30,12,0.0051959693699981995,1748.9164678300249
50,9,0.1,0.2,0.1,Gaussian,30,13,-0.6751504191532851,879.7675360255809
50,9,0.1,0.2,0.1,Gaussian,30,14,-0.08998320023844238,244.42255260346155
50,9,0.1,0.2,0.1,Gaussian,30,15,0.22826268241724032,454.66817402131875
50,9,0.1,0.2,0.1,Gaussian,30,16,0.7954248348899092,1140.4930287520972
50,9,0.1,0.2,0.1,Gaussian,30,17,0.3393116749406748,1324.7513086755687
50,9,0.1,0.2,0.1,Gaussian,30,18,0.05469097090706087,277.6526367456314
50,9,0.1,0.2,0.1,Gaussian,30,19,-0.32678218154627864,668.5145060052771
50,9,0.1,0.2,0.1,Gaussian,30,20,0.751592169631396,971.7163689201784
50,9,0.1,0.2,0.1,Gaussian,40,1,0.26387403580820323,1157.3388275843472
50,9,0.1,0.2,0.1,Gaussian,40,2,0.7307687146523002,682.0276967414145
50,9,0.1,0.2,0.1,Gaussian,40,3,-0.7071243787996446,328.70306901047246
50,9,0.1,0.2,0.1,Gaussian,40,4,-0.3388276529736261,307.0955353845849
50,9,0.1,0.2,0.1,Gaussian,40,5,0.021537891817214293,835.9152178611341
50,9,0.1,0.2,0.1,Gaussian,40,6,0.46407744299268483,1096.5608555434858
50,9,0.1,0.2,0.1,Gaussian,40,7,-0.3523375286547387,668.7978160292985
50,9,0.1,0.2,0.1,Gaussian,40,8,0.569444369877666,234.32382320462762
50,9,0.1,0.2,0.1,Gaussian,40,9,-0.5523879759178263,853.5090947111004
50,9,0.1,0.2,0.1,Gaussian,40,10,-0.022156525376000137,218.60819657357317
50,9,0.1,0.2,0.1,Gaussian,40,11,-0.04008983567742089,1079.897366031036
50,9,0.1,0.2,0.1,Gaussian,40,12,0.002816731008337371,1897.245670140715
50,9,0.1,0.2,0.1,Gaussian,40,13,-0.6761267984647125,874.2890954308886
50,9,0.1,0.2,0.1,Gaussian,40,14,-0.10027336412563716,152.70651827674527
50,9,0.1,0.2,0.1,Gaussian,40,15,0.23446788577418343,375.7815140405662
50,9,0.1,0.2,0.1,Gaussian,40,16,0.7962775919777207,1151.2417264689427
50,9,0.1,0.2,0.1,Gaussian,40,17,0.34207290461082673,1380.8669312064
50,9,0.1,0.2,0.1,Gaussian,40,18,0.056295021621300116,184.6569892796494
50,9,0.1,0.2,0.1,Gaussian,40,19,-0.33231519163370016,628.3138941904516
50,9,0.1,0.2,0.1,Gaussian,40,20,0.7516269143234185,971.1495444418116
50,9,0.1,0.2,0.1,Gaussian,50,1,0.26711462646356193,1188.5777265854995
50,9,0.1,0.2,0.1,Gaussian,50,2,0.7314204178790942,661.4811312530871
50,9,0.1,0.2,0.1,Gaussian,50,3,-0.7132516880052124,277.33975668339576
50,9,0.1,0.2,0.1,Gaussian,50,4,-0.34931701425019995,247.0792495589711
50,9,0.1,0.2,0.1,Gaussian,50,5,0.02024082079267209,835.2341882084415
50,9,0.1,0.2,0.1,Gaussian,50,6,0.46606471949290446,1106.9601613418747
50,9,0.1,0.2,0.1,Gaussian,50,7,-0.3567962099462081,645.2709690810076
50,9,0.1,0.2,0.1,Gaussian,50,8,0.577700978943986,170.483859341023
50,9,0.1,0.2,0.1,Gaussian,50,9,-0.5550432149794073,843.9651042662654
50,9,0.1,0.2,0.1,Gaussian,50,10,-0.026112957474972862,147.72021393079737
50,9,0.1,0.2,0.1,Gaussian,50,11,-0.04164062881250773,1108.7305795141813
50,9,0.1,0.2,0.1,Gaussian,50,12,-7.196651097936616e-5,1993.5651176235726
50,9,0.1,0.2,0.1,Gaussian,50,13,-0.6768889467602259,873.3006465516333
50,9,0.1,0.2,0.1,Gaussian,50,14,-0.11396051790601874,81.93279913296338
50,9,0.1,0.2,0.1,Gaussian,50,15,0.24262189479575472,313.7840631005501
50,9,0.1,0.2,0.1,Gaussian,50,16,0.7969548541220737,1157.251175027443
50,9,0.1,0.2,0.1,Gaussian,50,17,0.344054549738873,1416.5128450444097
50,9,0.1,0.2,0.1,Gaussian,50,18,0.05996433970719572,112.13938450969117
50,9,0.1,0.2,0.1,Gaussian,50,19,-0.33710641399937774,599.8250098502366
50,9,0.1,0.2,0.1,Gaussian,50,20,0.7515935351511926,972.141387830817
50,9,0.1,0.2,0.1,Gaussian,60,1,0.26935812560513844,1212.4571318365888
50,9,0.1,0.2,0.1,Gaussian,60,2,0.7338402515620133,643.0712646881393
50,9,0.1,0.2,0.1,Gaussian,60,3,-0.7185927187146411,238.26185531119887
50,9,0.1,0.2,0.1,Gaussian,60,4,-0.36248874811560544,196.7034264737492
50,9,0.1,0.2,0.1,Gaussian,60,5,0.019286412009880117,839.11665431411
50,9,0.1,0.2,0.1,Gaussian,60,6,0.46991510945649756,1106.9039178749522
50,9,0.1,0.2,0.1,Gaussian,60,7,-0.3595792722950307,630.8096799998904
50,9,0.1,0.2,0.1,Gaussian,60,8,0.5864125552673936,119.39716045540791
50,9,0.1,0.2,0.1,Gaussian,60,9,-0.5571121600896382,839.1905799521978
50,9,0.1,0.2,0.1,Gaussian,60,10,-0.03153678461765747,86.24439790982125
50,9,0.1,0.2,0.1,Gaussian,60,11,-0.04280364901108984,1134.7153196159065
50,9,0.1,0.2,0.1,Gaussian,60,12,-0.0025583223044002507,2053.6682980240666
50,9,0.1,0.2,0.1,Gaussian,60,13,-0.6774722992757565,874.3421231125569
50,9,0.1,0.2,0.1,Gaussian,60,14,-0.14108407299229525,15.517140182181876
50,9,0.1,0.2,0.1,Gaussian,60,15,0.25289465910917386,261.84932687358474
50,9,0.1,0.2,0.1,Gaussian,60,16,0.7974829937542157,1160.680106453984
50,9,0.1,0.2,0.1,Gaussian,60,17,0.34544723679923584,1439.2949051887604
50,9,0.1,0.2,0.1,Gaussian,60,18,0.06558689940227017,48.30149220806976
50,9,0.1,0.2,0.1,Gaussian,60,19,-0.3400018348150954,581.3247982572761
50,9,0.1,0.2,0.1,Gaussian,60,20,0.7514901125114367,973.8918775102743
50,9,0.1,0.2,0.1,Gaussian,70,1,0.2708797871533432,1231.2689860342703
50,9,0.1,0.2,0.1,Gaussian,70,2,0.7356387472735386,631.3122351839719
50,9,0.1,0.2,0.1,Gaussian,70,3,-0.7251858414821913,204.64358114353354
50,9,0.1,0.2,0.1,Gaussian,70,4,-0.3760918894294953,153.66344213397159
50,9,0.1,0.2,0.1,Gaussian,70,5,0.01860467102419436,846.1223601864475
50,9,0.1,0.2,0.1,Gaussian,70,6,0.4727266081178768,1108.4396097783163
50,9,0.1,0.2,0.1,Gaussian,70,7,-0.3636772289651855,617.3086748949515
50,9,0.1,0.2,0.1,Gaussian,70,8,0.6013784570195124,78.03909680331829
50,9,0.1,0.2,0.1,Gaussian,70,9,-0.5585957308270877,837.584849633262
50,9,0.1,0.2,0.1,Gaussian,70,10,-0.040941533622461876,22.51880419582422
50,9,0.1,0.2,0.1,Gaussian,70,11,-0.04517233407731837,1162.7753077240704
50,9,0.1,0.2,0.1,Gaussian,70,12,-0.0046615916681330615,2092.7731029964534
50,9,0.1,0.2,0.1,Gaussian,70,13,-0.6793837480878315,871.3039355402907
50,9,0.1,0.2,0.1,Gaussian,70,14,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,70,15,0.2647290065008797,216.58201300872528
50,9,0.1,0.2,0.1,Gaussian,70,16,0.7978959206332267,1162.5594896249077
50,9,0.1,0.2,0.1,Gaussian,70,17,0.3463956861325966,1454.758540179465
50,9,0.1,0.2,0.1,Gaussian,70,18,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,70,19,-0.34518486665364473,562.6561581794255
50,9,0.1,0.2,0.1,Gaussian,70,20,0.7513358019654328,975.7249365426555
50,9,0.1,0.2,0.1,Gaussian,80,1,0.2719493812942614,1245.4586480315904
50,9,0.1,0.2,0.1,Gaussian,80,2,0.7369894707208204,623.7034943552823
50,9,0.1,0.2,0.1,Gaussian,80,3,-0.7324508803902268,175.04173158984483
50,9,0.1,0.2,0.1,Gaussian,80,4,-0.3929663085948207,113.96747601913523
50,9,0.1,0.2,0.1,Gaussian,80,5,0.018182712772261106,853.2408591225894
50,9,0.1,0.2,0.1,Gaussian,80,6,0.4748226236205339,1110.5242065463547
50,9,0.1,0.2,0.1,Gaussian,80,7,-0.36726201661548197,606.4310396942843
50,9,0.1,0.2,0.1,Gaussian,80,8,0.6210882298899874,40.984986794107826
50,9,0.1,0.2,0.1,Gaussian,80,9,-0.5596699123566621,837.8987373475918
50,9,0.1,0.2,0.1,Gaussian,80,10,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,80,11,-0.04835993072411946,1188.7409597526246
50,9,0.1,0.2,0.1,Gaussian,80,12,-0.0063809007797148405,2115.7113716641934
50,9,0.1,0.2,0.1,Gaussian,80,13,-0.6815576017564101,868.1793937630739
50,9,0.1,0.2,0.1,Gaussian,80,14,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,80,15,0.2768210728815912,176.2394371352584
50,9,0.1,0.2,0.1,Gaussian,80,16,0.7982211232809939,1163.6210774174936
50,9,0.1,0.2,0.1,Gaussian,80,17,0.34706080371011216,1465.2482902404681
50,9,0.1,0.2,0.1,Gaussian,80,18,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,80,19,-0.3483940487308848,549.5422686819464
50,9,0.1,0.2,0.1,Gaussian,80,20,0.751148920250885,977.4476565444722
50,9,0.1,0.2,0.1,Gaussian,90,1,0.2727478559327918,1255.9433802362614
50,9,0.1,0.2,0.1,Gaussian,90,2,0.7379985872543715,619.0108739924914
50,9,0.1,0.2,0.1,Gaussian,90,3,-0.7389561257699748,149.29745132563812
50,9,0.1,0.2,0.1,Gaussian,90,4,-0.4133318131638517,77.05124201202659
50,9,0.1,0.2,0.1,Gaussian,90,5,0.017989396351035532,858.8158503772191
50,9,0.1,0.2,0.1,Gaussian,90,6,0.4764045724743239,1112.8246405655857
50,9,0.1,0.2,0.1,Gaussian,90,7,-0.3694660730681444,599.3176723983121
50,9,0.1,0.2,0.1,Gaussian,90,8,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,90,9,-0.5604446687254365,839.3495926604875
50,9,0.1,0.2,0.1,Gaussian,90,10,0.0,0.0
50,9,0.1,0.2,0.1,Gaussian,90,11,-0.05256970252275879,1201.5597265527508
50,9,0.1,0.2,0.1,Gaussian,90,12,-0.007744759806430772,2127.1754384165915
50,9,0.1,0.2,0.1,Gaussian,90,13,-0.6831586031586454,867.3104124353331
