nloci,reps,omega,t,a1,kernel,time,sp,trmean,pop
6,5,0.1,0.2,0.1,Gaussian,10,1,-0.08150136671669861,1558.8003680072352
6,5,0.1,0.2,0.1,Gaussian,10,2,-0.7566938063265313,899.3231621884249
6,5,0.1,0.2,0.1,Gaussian,10,3,0.7516568219733515,1066.3095840697201
6,5,0.1,0.2,0.1,Gaussian,10,4,-0.08703964620221824,819.0310591194001
6,5,0.1,0.2,0.1,Gaussian,10,5,0.7501645215673742,1388.5696829337785
6,5,0.1,0.2,0.1,Gaussian,10,6,0.17732059630956107,1497.766175026339
6,5,0.1,0.2,0.1,Gaussian,10,7,-0.5109793796097433,836.4543089147793
6,5,0.1,0.2,0.1,Gaussian,10,8,-0.5950364973273704,839.5730082596832
6,5,0.1,0.2,0.1,Gaussian,10,9,-0.168472077177407,1614.7112203697811
6,5,0.1,0.2,0.1,Gaussian,10,10,-0.16865285403861036,1413.821417659379
6,5,0.1,0.2,0.1,Gaussian,10,11,0.1777230223896445,1064.473519113637
6,5,0.1,0.2,0.1,Gaussian,10,12,-0.754916302188291,1272.9171123819722
6,5,0.1,0.2,0.1,Gaussian,10,13,-0.08706650613355647,762.3770410425916
6,5,0.1,0.2,0.1,Gaussian,10,14,0.7527233986568884,849.9528691331973
6,5,0.1,0.2,0.1,Gaussian,10,15,-0.16888316156198518,1169.211128536841
6,5,0.1,0.2,0.1,Gaussian,10,16,0.5058032554647163,1516.3961719617496
6,5,0.1,0.2,0.1,Gaussian,10,17,0.42561386710520904,1019.849506680044
6,5,0.1,0.2,0.1,Gaussian,10,18,-0.08148302643072143,1598.2171677307429
6,5,0.1,0.2,0.1,Gaussian,10,19,-0.25451274440821847,867.5857316900813
6,5,0.1,0.2,0.1,Gaussian,10,20,-0.25280407866043664,1278.9512399365367
6,5,0.1,0.2,0.1,Gaussian,20,1,-0.07849300523356857,2167.7129113339183
6,5,0.1,0.2,0.1,Gaussian,20,2,-0.7652412081914303,818.5379774621314
6,5,0.1,0.2,0.1,Gaussian,20,3,0.7545432679933611,1098.1963254703735
6,5,0.1,0.2,0.1,Gaussian,20,4,-0.0939044575896756,663.539169254191
6,5,0.1,0.2,0.1,Gaussian,20,5,0.743677657110661,1729.598290484927
6,5,0.1,0.2,0.1,Gaussian,20,6,0.18749556171626983,2008.9898903258963
6,5,0.1,0.2,0.1,Gaussian,20,7,-0.5257157070419488,704.7772459759891
6,5,0.1,0.2,0.1,Gaussian,20,8,-0.6105143864766489,714.455985060653
6,5,0.1,0.2,0.1,Gaussian,20,9,-0.17185793555924447,2295.7937983191814
6,5,0.1,0.2,0.1,Gaussian,20,10,-0.17275958189670118,1821.673690293398
6,5,0.1,0.2,0.1,Gaussian,20,11,0.18939715072749844,1085.294068125154
6,5,0.1,0.2,0.1,Gaussian,20,12,-0.758344216439149,1500.533921868068
6,5,0.1,0.2,0.1,Gaussian,20,13,-0.09399948269064176,578.3594417797531
6,5,0.1,0.2,0.1,Gaussian,20,14,0.758432139376112,731.1311671338915
6,5,0.1,0.2,0.1,Gaussian,20,15,-0.17381885500652092,1294.2926902817583
6,5,0.1,0.2,0.1,Gaussian,20,16,0.5102596391414501,2031.9491474947015
6,5,0.1,0.2,0.1,Gaussian,20,17,0.4341835053503751,1009.2652491658695
6,5,0.1,0.2,0.1,Gaussian,20,18,-0.0783984546290907,2263.321569815785
6,5,0.1,0.2,0.1,Gaussian,20,19,-0.2639185377943258,744.3647294153923
6,5,0.1,0.2,0.1,Gaussian,20,20,-0.2573789032783999,1528.5621732406908
6,5,0.1,0.2,0.1,Gaussian,30,1,-0.0761838173513527,2675.992887059496
6,5,0.1,0.2,0.1,Gaussian,30,2,-0.774650982031625,749.0446092386574
6,5,0.1,0.2,0.1,Gaussian,30,3,0.7584346329303644,1100.1656956057275
6,5,0.1,0.2,0.1,Gaussian,30,4,-0.10237945372725814,528.3981941979342
6,5,0.1,0.2,0.1,Gaussian,30,5,0.7353185124911914,1966.9724333930446
6,5,0.1,0.2,0.1,Gaussian,30,6,0.19738169237631842,2422.064873609408
6,5,0.1,0.2,0.1,Gaussian,30,7,-0.5550442383033691,587.4374751861357
6,5,0.1,0.2,0.1,Gaussian,30,8,-0.632039186889274,608.1451910126873
6,5,0.1,0.2,0.1,Gaussian,30,9,-0.17381378409311649,2872.18316802643
6,5,0.1,0.2,0.1,Gaussian,30,10,-0.17834726493724898,2143.9068533870254
6,5,0.1,0.2,0.1,Gaussian,30,11,0.20202433105832293,1065.6075491595284
6,5,0.1,0.2,0.1,Gaussian,30,12,-0.7606170091674599,1655.996917616828
6,5,0.1,0.2,0.1,Gaussian,30,13,-0.10256925087570903,432.4812135678497
6,5,0.1,0.2,0.1,Gaussian,30,14,0.7660599043551918,632.3176998321476
6,5,0.1,0.2,0.1,Gaussian,30,15,-0.1808914431446302,1361.7289731854703
6,5,0.1,0.2,0.1,Gaussian,30,16,0.5135775610421517,2425.4992140836466
6,5,0.1,0.2,0.1,Gaussian,30,17,0.45152422362559397,964.1505343917657
6,5,0.1,0.2,0.1,Gaussian,30,18,-0.07594943461598345,2822.8018363736783
6,5,0.1,0.2,0.1,Gaussian,30,19,-0.2862041123905465,623.4432236079489
6,5,0.1,0.2,0.1,Gaussian,30,20,-0.2642649429438118,1708.052190336669
6,5,0.1,0.2,0.1,Gaussian,40,1,-0.07433643618845663,3025.1562943396607
6,5,0.1,0.2,0.1,Gaussian,40,2,-0.7841640511983274,690.8289093915565
6,5,0.1,0.2,0.1,Gaussian,40,3,0.7629468303275619,1086.7783879269289
6,5,0.1,0.2,0.1,Gaussian,40,4,-0.11213230251854726,417.63687996060776
