nloci,reps,omega,t,a1,kernel,time,sp,trmean,pop
7,4,0.1,0.2,0.1,Gaussian,10,1,0.5746168868871403,1045.004156233466
7,4,0.1,0.2,0.1,Gaussian,10,2,-0.7186479753119522,1035.9236874791036
7,4,0.1,0.2,0.1,Gaussian,10,3,-0.7198056086920986,738.2672431680089
7,4,0.1,0.2,0.1,Gaussian,10,4,0.4261553564099806,1074.5755095571972
7,4,0.1,0.2,0.1,Gaussian,10,5,-0.27566798907154993,1272.291824682749
7,4,0.1,0.2,0.1,Gaussian,10,6,-0.5702474307703213,1193.3271095289738
7,4,0.1,0.2,0.1,Gaussian,10,7,0.5746102273462268,1047.3228502807472
7,4,0.1,0.2,0.1,Gaussian,10,8,-0.13450243376114102,1092.1824216632074
7,4,0.1,0.2,0.1,Gaussian,10,9,-0.4943026814350044,1100.8840549967472
7,4,0.1,0.2,0.1,Gaussian,10,10,0.4254196453843255,1408.1970968985238
7,4,0.1,0.2,0.1,Gaussian,10,11,0.7876593784831885,1394.5059898994964
7,4,0.1,0.2,0.1,Gaussian,10,12,-0.42816165591675875,770.6981141658754
7,4,0.1,0.2,0.1,Gaussian,10,13,-0.3500295479211944,1286.644895804874
7,4,0.1,0.2,0.1,Gaussian,10,14,0.35650377081557194,1468.7647329502224
7,4,0.1,0.2,0.1,Gaussian,10,15,-0.7182961440976553,1131.5842283847358
7,4,0.1,0.2,0.1,Gaussian,10,16,0.28489849706762516,814.234593799181
7,4,0.1,0.2,0.1,Gaussian,10,17,-0.7188673727688599,977.4031628658281
7,4,0.1,0.2,0.1,Gaussian,10,18,-0.5712753560772065,843.1763373730807
7,4,0.1,0.2,0.1,Gaussian,10,19,0.574452959454731,1102.486648322969
7,4,0.1,0.2,0.1,Gaussian,10,20,-0.13551426504345673,1003.7700764108816
7,4,0.1,0.2,0.1,Gaussian,20,1,0.5774416913350163,1065.2203150915757
7,4,0.1,0.2,0.1,Gaussian,20,2,-0.7234843738343104,1065.3064220703734
7,4,0.1,0.2,0.1,Gaussian,20,3,-0.7276566606392348,574.0669272991994
7,4,0.1,0.2,0.1,Gaussian,20,4,0.42211343163612525,1124.4514764887683
7,4,0.1,0.2,0.1,Gaussian,20,5,-0.2667776962518237,1545.5414090892098
7,4,0.1,0.2,0.1,Gaussian,20,6,-0.5691218366064169,1376.5853204624107
7,4,0.1,0.2,0.1,Gaussian,20,7,0.5774150630301325,1069.5041010039463
7,4,0.1,0.2,0.1,Gaussian,20,8,-0.12826714434646036,1166.5928994006854
7,4,0.1,0.2,0.1,Gaussian,20,9,-0.48998781055339147,1194.8264801325624
7,4,0.1,0.2,0.1,Gaussian,20,10,0.4188474077739478,1821.3305441653051
7,4,0.1,0.2,0.1,Gaussian,20,11,0.7823683244100269,1730.7698782224438
7,4,0.1,0.2,0.1,Gaussian,20,12,-0.4325934983272064,611.2741025916337
7,4,0.1,0.2,0.1,Gaussian,20,13,-0.33915554363822653,1585.4172787955
7,4,0.1,0.2,0.1,Gaussian,20,14,0.3473502527024454,1975.418702772868
7,4,0.1,0.2,0.1,Gaussian,20,15,-0.7220859345208724,1243.7774914556007
7,4,0.1,0.2,0.1,Gaussian,20,16,0.28241407459122175,669.2619667115606
7,4,0.1,0.2,0.1,Gaussian,20,17,-0.7243271532798846,960.4976771550836
7,4,0.1,0.2,0.1,Gaussian,20,18,-0.5731543374502989,731.4677786135364
7,4,0.1,0.2,0.1,Gaussian,20,19,0.5767775709339031,1173.160156957621
7,4,0.1,0.2,0.1,Gaussian,20,20,-0.12943728789631065,998.3514120163819
7,4,0.1,0.2,0.1,Gaussian,30,1,0.5804085548650284,1060.3821967505737
7,4,0.1,0.2,0.1,Gaussian,30,2,-0.7280951597009083,1082.6138956165917
7,4,0.1,0.2,0.1,Gaussian,30,3,-0.7363560923547939,459.4980091561983
7,4,0.1,0.2,0.1,Gaussian,30,4,0.41783693036516756,1144.6041564627008
7,4,0.1,0.2,0.1,Gaussian,30,5,-0.25925657428940463,1782.728222186382
7,4,0.1,0.2,0.1,Gaussian,30,6,-0.5667737189186572,1526.9823176185073
7,4,0.1,0.2,0.1,Gaussian,30,7,0.580352072255955,1066.193600235997
7,4,0.1,0.2,0.1,Gaussian,30,8,-0.12390761204507114,1215.6875583533044
7,4,0.1,0.2,0.1,Gaussian,30,9,-0.4867732973100524,1266.1591190812971
7,4,0.1,0.2,0.1,Gaussian,30,10,0.4103988817604918,2163.5032579945578
7,4,0.1,0.2,0.1,Gaussian,30,11,0.7745022068838742,1959.4501943612959
7,4,0.1,0.2,0.1,Gaussian,30,12,-0.4384063471044072,491.1858276632451
7,4,0.1,0.2,0.1,Gaussian,30,13,-0.32749417194780045,1851.6132265202552
7,4,0.1,0.2,0.1,Gaussian,30,14,0.33582811084863873,2413.1431780008743
7,4,0.1,0.2,0.1,Gaussian,30,15,-0.7251490296805255,1326.4735903380265
7,4,0.1,0.2,0.1,Gaussian,30,16,0.2907200494618632,543.4418615832059
7,4,0.1,0.2,0.1,Gaussian,30,17,-0.7298369399546955,942.2767819943253
7,4,0.1,0.2,0.1,Gaussian,30,18,-0.576562152824728,641.7810878117205
7,4,0.1,0.2,0.1,Gaussian,30,19,0.5789874619609373,1208.2727063725824
7,4,0.1,0.2,0.1,Gaussian,30,20,-0.12533391518946854,979.2043247711827
7,4,0.1,0.2,0.1,Gaussian,40,1,0.5839060909241487,1042.4815994848193
7,4,0.1,0.2,0.1,Gaussian,40,2,-0.7324904401960769,1091.7571847378388
7,4,0.1,0.2,0.1,Gaussian,40,3,-0.7553913331034701,370.976113409385
7,4,0.1,0.2,0.1,Gaussian,40,4,0.4139932794029371,1145.4947207190557
7,4,0.1,0.2,0.1,Gaussian,40,5,-0.2529890235020818,1969.877725145579
7,4,0.1,0.2,0.1,Gaussian,40,6,-0.5593321514367181,1650.7674861080764
7,4,0.1,0.2,0.1,Gaussian,40,7,0.5838129216511375,1049.4388141619368
